gid,role,role_base,role_detail,is_truncated,role_score,cluster_id,priority_score,evidence,depth,is_seed,in_deg,out_deg,in_kzt,out_kzt,pass_through,fast_share,tainted_in_kzt,taint_share,taint_state_share,taint_iterations,block_impact,betweenness,seed_sources,p_onward,cycles_le4
100000004400305100,coordinator,coordinator,coordinator,False,0.85,1,0.9202,"Признаки узла управления: получает от 7, переводит 82 получателям, по посредничеству в топ-1% узлов, достижим от 7 seed.",2,False,7,82,222800.0,5830181.0,26.167778276481148,0.7857224329742079,172938.1971559948,0.7762037574326517,0.7566423034273301,8,0.02457020809978915,0.002609149922720263,7,,42
100000001530983100,consolidator,consolidator,consolidator,False,0.5,7,0.9151,"Признаки сбора: 4 разных плательщиков, получил 564 тыс; передал дальше в 3,2 раза больше полученного (есть невидимые поступления извне).",1,False,4,11,564158.0,1829538.0,3.24295321523403,0.15648212827500713,524317.5845567419,0.9293807489333518,0.9148083961623261,8,0.009201235565279941,0.0003320721066079377,7,,0
100000004015047100,consolidator,consolidator,consolidator,False,1.0,4,0.9114,"Признаки сбора: 9 разных плательщиков, получил 919 тыс; передал дальше 8%.",1,False,9,1,919104.0,69195.0,0.07528527783580531,0.636346556832141,844634.3297472788,0.9189757957176542,0.9077319031800944,8,0.0035855510969798636,2.2885961335208597e-05,11,,1
100000000343175100,coordinator,coordinator,coordinator,False,0.9,11,0.911,"Признаки узла управления: получает от 8, переводит 31 получателям, по посредничеству в топ-2% узлов, достижим от 7 seed. Seed: входящие занижены выгрузкой.",0,True,8,31,178712.0,4000039.0,22.382598818210305,1.0,155393.92606800588,0.86952149865709,1.0,8,0.020846647814016964,0.0010946926090299827,7,,0
100000003701161100,consolidator,consolidator,consolidator,False,0.65,21,0.9101,"Признаки сбора: 4 разных плательщиков, получил 1,5 млн; передал дальше 23%.",1,False,4,3,1527103.0,349000.0,0.22853730232996727,1.0,864390.4169377503,0.5660328196184214,0.5367893946062124,8,0.005308476625980199,0.00021300786524111896,7,,4
100000007594394100,consolidator,consolidator,consolidator,False,0.75,17,0.9066,"Признаки сбора: 6 разных плательщиков, получил 395 тыс; передал дальше в 8,5 раза больше полученного (есть невидимые поступления извне).",2,False,6,1,395385.0,3376312.0,8.539302199122375,0.4527164551143378,308624.2984098679,0.7805665323921441,0.7121530480545922,8,0.010759403019954943,3.6199495962304385e-05,9,,1
100000003242289100,distributor,distributor,distributor,False,1.0,16,0.8964,"Признаки раздачи: 23 получателей против 3 плательщиков, отправил 2,4 млн в 26 переводах.",2,False,3,23,550791.0,2377741.0,4.316956885642648,0.3309300718623265,413715.4919628013,0.7511297242743642,0.6889435286209368,8,0.011593488606755296,0.0010013456094342644,7,,8
100000008512552100,consolidator,consolidator,consolidator,False,0.5,16,0.8963,"Признаки сбора: 4 разных плательщиков, получил 394 тыс; передал дальше в 3,3 раза больше полученного (есть невидимые поступления извне).",2,False,4,6,394360.0,1302275.0,3.3022492139162187,1.0,306138.55219259264,0.7762920990784883,0.7574693109529338,8,0.004919999340246016,0.00043072956564757015,7,,2
100000001616816100,consolidator,consolidator,consolidator,False,0.625,4,0.8915,"Признаки сбора: 5 разных плательщиков, получил 176 тыс; передал дальше 103%. Seed: входящие занижены выгрузкой.",0,True,5,3,176195.0,181326.0,1.0291211441868384,0.6939214453525694,158814.95064500737,0.9013590093079109,1.0,8,0.008772355608599566,0.00010470096527690845,10,,2
100000005382566100,consolidator,consolidator,consolidator,False,0.875,18,0.8901,"Признаки сбора: 7 разных плательщиков, получил 393 тыс; передал дальше 13%. Seed: входящие занижены выгрузкой.",0,True,7,1,393066.0,50000.0,0.12720510041570626,1.0,393053.7934634328,0.9999689453258048,1.0,8,0.001750621026503367,4.6366363224578456e-05,14,,1
100000002741024100,consolidator,consolidator,consolidator,False,0.625,1,0.8882,"Признаки сбора: 5 разных плательщиков, получил 818 тыс; передал дальше 53%.",2,False,5,6,817980.85,434989.0,0.5317838431058625,0.06483612229274763,501009.581467133,0.6124954899214732,0.5071689086759361,8,0.0031442565902237126,0.00011868996398086536,7,,3
100000005514161100,consolidator,consolidator,consolidator,False,0.65,4,0.8856,"Признаки сбора: 4 разных плательщиков, получил 402 тыс; передал дальше 12%.",1,False,4,1,401500.0,50000.0,0.12453300124533001,0.0,401202.1622799748,0.9992581874968238,0.9990241884674073,8,0.0021773260249471414,4.042195768296583e-05,9,,0
100000000661912100,consolidator,consolidator,consolidator,False,0.625,1,0.8803,"Признаки сбора: 5 разных плательщиков, получил 393 тыс; передал дальше 110%.",1,False,5,2,393036.0,430700.0,1.0958283719557496,0.75156721615974,258443.9265795985,0.6575578994789244,0.5650197883067484,8,0.0024227029276581327,0.001333690545207292,7,,1
100000005782781100,coordinator,coordinator,coordinator,False,0.8,4,0.8788,"Признаки узла управления: получает от 6, переводит 10 получателям, по посредничеству в топ-2% узлов, достижим от 7 seed.",2,False,6,10,171888.0,1263597.0,7.351281066741134,1.0,127387.91938684213,0.7411100215654504,0.716387883152935,8,0.0031911801393930362,0.0005683243291461322,7,,1
100000004759121100,consolidator,consolidator,consolidator,False,0.9,1,0.8777,"Признаки сбора: 6 разных плательщиков, получил 710 тыс; передал дальше 44%.",1,False,6,2,710000.0,312000.0,0.4394366197183099,0.5192307692307693,492963.6625758135,0.6943150177124133,0.6096757143997653,8,0.002803848647111627,7.7079125189577e-05,7,,1
100000003854444100,distributor,distributor,distributor,False,0.7,17,0.8772,"Признаки раздачи: 14 получателей против 1 плательщиков, отправил 2,3 млн в 14 переводах.",2,False,1,14,210000.0,2322909.0,11.061471428571428,0.7448307273337009,210000.0,1.0,1.0,8,0.011446815035643307,0.0010752598119040178,7,,0
100000004299488100,consolidator,consolidator,consolidator,False,0.9,1,0.8746,"Признаки сбора: 6 разных плательщиков, получил 1,7 млн, до 3 плат. в один день; передал дальше 20%.",1,False,6,2,1749000.0,344999.0,0.19725500285877645,0.9420288174748332,1303639.1729131362,0.745362591717059,0.7000469879718721,8,0.0061053089228032716,2.0805419395644178e-05,7,,1
100000008710791100,distributor,distributor,distributor,False,1.0,5,0.8741,"Признаки раздачи: 23 получателей против 3 плательщиков, отправил 5,5 млн в 25 переводах.",2,False,3,23,181510.0,5521511.0,30.41987218335078,0.7006958783564862,91814.53773760512,0.5058373518682449,0.4656755968417714,8,0.011270090144742125,0.00031460850776037077,9,,0
100000008111003100,consolidator,consolidator,consolidator,False,0.9,1,0.8738,"Признаки сбора: 6 разных плательщиков, получил 223 тыс; передал дальше 16%.",2,False,6,1,222716.0,35000.0,0.15715081089818422,1.0,187200.28629491845,0.8405336226176765,0.8316818090203499,8,0.055091499805849486,0.0008819050437118924,7,,9
100000008743913100,distributor,distributor,distributor,False,0.65,19,0.8701,"Признаки раздачи: 13 получателей против 3 плательщиков, отправил 1,9 млн в 13 переводах.",2,False,3,13,149300.0,1850600.0,12.395177494976558,0.44796282286825895,92315.37760788597,0.6183213503542262,0.5967734305045209,8,0.009236752152142431,0.00030606507803785635,9,,0
100000002398779100,consolidator,consolidator,consolidator,False,1.0,1,0.8675,"Признаки сбора: 13 разных плательщиков, получил 1,1 млн, до 7 плат. в один день; передал дальше 6%.",2,False,13,1,1095690.0,66000.0,0.06023601566136407,1.0,798468.7578267009,0.7287360091145314,0.6892853562576716,8,0.003334712238464233,1.2780471914467137e-05,8,,0
100000002718366100,consolidator,consolidator,consolidator,False,0.9,5,0.8651,"Признаки сбора: 6 разных плательщиков, получил 2,5 млн, до 3 плат. в один день; передал дальше 0%.",2,False,6,0,2525000.0,0.0,0.0,,1234031.2331069072,0.4887252408344187,0.44005569124339267,8,0.0048759790705123675,0.0,9,,0
100000001282143100,consolidator,consolidator,consolidator,False,0.775,12,0.8648,"Признаки сбора: 5 разных плательщиков, получил 1,7 млн, до 4 плат. в один день; передал дальше 0%.",3,False,5,0,1700000.0,0.0,0.0,,988120.7135942914,0.5812474785848772,0.5447789235101056,8,0.0039043225077011294,0.0,10,,0
100000002838861100,consolidator,consolidator,consolidator,False,0.775,4,0.8627,"Признаки сбора: 5 разных плательщиков, получил 555 тыс; передал дальше 2%.",1,False,5,1,554523.95,10000.0,0.018033486200190272,0.0,502802.270498794,0.9067277806464338,0.9013040387759738,8,0.002022315705549329,1.9418391435934565e-05,8,,1
100000008547844100,distributor,distributor,distributor,False,0.95,5,0.8626,"Признаки раздачи: 19 получателей против 3 плательщиков, отправил 2,0 млн в 21 переводах.",2,False,3,19,177600.0,2042199.0,11.498868243243244,0.40730604608071985,73452.26611573364,0.4135825794804822,0.3490725604075345,8,0.012524368478653992,0.0017876098818035268,8,,4
100000002894076100,consolidator,consolidator,consolidator,False,0.65,4,0.8615,"Признаки сбора: 4 разных плательщиков, получил 1,1 млн, до 3 плат. в один день; передал дальше 0%.",1,False,4,0,1122782.0,0.0,0.0,,951096.5900835557,0.8470892747510698,0.8343940460052399,8,0.0037580305448243413,0.0,10,,0
100000004070318100,distributor,distributor,distributor,False,0.95,1,0.8611,"Признаки раздачи: 19 получателей против 4 плательщиков, отправил 552 тыс в 37 переводах.",1,False,4,19,207246.55,551860.0,2.662818753798314,0.5405972529264669,167297.58502555283,0.8072394209966479,0.747617501014748,8,0.006315633491137129,0.0020732651297362425,7,,41
100000005910114100,distributor,distributor,distributor,False,0.95,1,0.861,"Признаки раздачи: 19 получателей против 3 плательщиков, отправил 1,5 млн в 56 переводах.",3,False,3,19,326144.0,1469993.0,4.507190075549451,0.42215711231277975,254518.54760189823,0.7803870302746585,0.7008442384121757,8,0.001684161758891489,0.005842206056572956,7,,18
100000004997515100,consolidator,consolidator,consolidator,False,0.65,5,0.8576,"Признаки сбора: 4 разных плательщиков, получил 395 тыс; передал дальше 14%.",3,False,4,4,395000.0,54500.0,0.1379746835443038,0.0,220287.79132491502,0.557690610949152,0.4980517645647677,8,0.000977666797674848,8.956237682696351e-05,9,,0
100000008304139100,distributor,distributor,distributor,False,1.0,3,0.8569,"Признаки раздачи: 24 получателей против 4 плательщиков, отправил 1,7 млн в 43 переводах.",1,False,4,24,189329.75,1692997.0,8.942054801213228,0.28186700862435077,138834.69564759158,0.73329572160525,0.6818651924223049,8,0.006470277715009517,0.0013103045314002593,7,,22
100000003404627100,consolidator,consolidator,consolidator,False,0.65,38,0.8569,"Признаки сбора: 4 разных плательщиков, получил 878 тыс, до 3 плат. в один день; передал дальше 0%.",1,False,4,0,877700.0,0.0,0.0,,734184.5178594597,0.8364868609541526,0.8268636016701257,8,0.0029009544061245375,0.0,11,,0
100000001303311100,consolidator,consolidator,consolidator,False,0.775,19,0.8547,"Признаки сбора: 5 разных плательщиков, получил 1,3 млн, до 4 плат. в один день; передал дальше 0%.",3,False,5,0,1324000.0,0.0,0.0,,842556.1590568847,0.6363717213420579,0.5778728791025076,8,0.003329159009168023,0.0,9,,0
100000004351795100,distributor,distributor,distributor,False,0.7,1,0.8518,"Признаки раздачи: 14 получателей против 3 плательщиков, отправил 1,7 млн в 37 переводах.",1,False,3,14,118333.0,1715161.0,14.494359139039828,0.37906703802150354,99736.41872171733,0.8428453493253558,0.8061069384048045,8,0.04141148222368937,0.002428521604147366,7,,16
100000006734214100,consolidator,consolidator,consolidator,False,0.775,8,0.8515,"Признаки сбора: 5 разных плательщиков, получил 610 тыс; передал дальше 6%.",3,False,5,3,610000.0,36000.0,0.05901639344262295,0.7222222222222222,395159.8268600889,0.6478029948526047,0.5582762807107589,8,0.0016407917040725036,5.9444055416126226e-05,7,,0
100000007055802100,consolidator,consolidator,consolidator,False,0.9,1,0.8514,"Признаки сбора: 6 разных плательщиков, получил 2,0 млн, до 4 плат. в один день; передал дальше 30%.",1,False,6,1,2024999.0,605000.0,0.29876557963732325,1.0,1487701.2901401094,0.7346676665717412,0.6672980264140062,8,0.007457675834067451,4.359230730515923e-06,7,,1
100000008733194100,consolidator,consolidator,consolidator,False,0.5,13,0.85,"Признаки сбора: 4 разных плательщиков, получил 251 тыс; передал дальше 64%.",2,False,4,8,251424.0,159695.0,0.6351621165839378,0.711481261154075,150287.17226456627,0.5977439395784263,0.5162040538995154,8,0.0041041968384184415,0.00020045361098198542,7,,1
100000003747133100,consolidator,consolidator,consolidator,False,0.625,45,0.8485,"Признаки сбора: 5 разных плательщиков, получил 237 тыс; передал дальше 105%.",2,False,5,2,237068.0,250000.0,1.0545497494389795,0.92,154800.03021689635,0.6529773323134981,0.6255982884627924,8,0.00585289629186426,9.610122292273739e-05,7,,0
100000008258083100,transit,transit,transit,False,0.824,29,0.8477,"Признаки транзита: получил 3,1 млн, передал 65%; 76% ушло в течение 2 дней после поступления, медианная задержка 0 дн.",2,False,2,2,3149500.0,2045650.0,0.6495157961581204,0.7646713758463081,1549294.8188981037,0.4919177072227667,0.43870026061583606,8,0.010326247144169203,7.767356574373826e-05,7,,2
100000003004487100,consolidator,consolidator,consolidator,False,0.5,30,0.8466,"Признаки сбора: 4 разных плательщиков, получил 184 тыс; передал дальше в 1,4 раза больше полученного (есть невидимые поступления извне).",1,False,4,2,183702.8,265015.0,1.4426290726107605,0.9245325736279079,118989.55688163325,0.6477285968511817,0.5714115060752903,8,0.006990332367661166,0.00019279688639963605,7,,1
100000001887715100,transit,transit,transit,False,0.869,19,0.8462,"Признаки транзита: получил 1,3 млн, передал 56%; 100% ушло в течение 2 дней после поступления, медианная задержка 0 дн.",3,False,3,1,1331500.0,750000.0,0.5632745024408562,1.0,684276.484825761,0.5139139953629448,0.4878067655525572,8,0.0041493435219049175,2.2588741058127966e-05,9,,0
100000007639767100,consolidator,consolidator,consolidator,False,0.5,1,0.8457,"Признаки сбора: 4 разных плательщиков, получил 91 тыс; передал дальше в 9,0 раза больше полученного (есть невидимые поступления извне).",1,False,4,10,90913.0,822244.0,9.044295095310902,0.0951663982953965,69920.14735222427,0.7690885500668141,0.7098217930515694,8,0.013879858512392543,0.002511221199648504,7,,60
100000002547110100,consolidator,consolidator,consolidator,False,0.9,5,0.8431,"Признаки сбора: 6 разных плательщиков, получил 1,5 млн, до 5 плат. в один день; передал дальше 0%.",3,False,6,0,1500000.0,0.0,0.0,,690328.3710484481,0.46021891403229875,0.4155876302714122,8,0.0027276673383205387,0.0,8,,0
100000007629096100,consolidator,consolidator,consolidator,False,0.5,1,0.8419,"Признаки сбора: 4 разных плательщиков, получил 1,1 млн; передал дальше 71%.",2,False,4,1,1075170.0,765205.0,0.7117060557865268,0.9346122934377062,686052.8310014647,0.6380877730977099,0.6116974088010234,8,0.004544838438532348,1.525730755680573e-05,7,,1
100000008512827100,distributor,distributor,distributor,False,0.5,12,0.8396,"Признаки раздачи: 10 получателей против 3 плательщиков, отправил 1,9 млн в 10 переводах.",2,False,3,10,107949.0,1944500.0,18.01313583266172,0.7986628953458472,66451.88138863647,0.6155858913805266,0.5710912449873542,8,0.004919108481478416,0.00013726544500137548,9,,0
100000002224132100,consolidator,consolidator,consolidator,False,0.625,22,0.8364,"Признаки сбора: 5 разных плательщиков, получил 4,0 млн; передал дальше в 3,1 раза больше полученного (есть невидимые поступления извне).",2,False,5,4,3951020.0,12115000.0,3.0662968043695047,0.7267849773008667,3946289.4669397944,0.998802705868306,0.9961330838309843,8,0.06425906440312817,6.241625818693253e-06,2,,8
100000005578559100,distributor,distributor,distributor,False,1.0,9,0.8349,"Признаки раздачи: 21 получателей против 2 плательщиков, отправил 893 тыс в 23 переводах.",2,False,2,21,131000.0,893163.67,6.818043282442749,0.4550061916423448,99394.02871510824,0.7587330436267805,0.7476402986990353,8,0.005844487371252428,0.0009667514112443349,7,,1
100000008730846100,consolidator,consolidator,consolidator,False,0.875,11,0.8338,"Признаки сбора: 7 разных плательщиков, получил 155 тыс, до 4 плат. в один день; передал дальше в 2,3 раза больше полученного (есть невидимые поступления извне).",2,False,7,3,155042.0,363370.0,2.343687516930896,1.0,91368.19792263456,0.5893125599684895,0.560908058964812,8,0.0013688963367457976,0.0001409126051421448,8,,0
100000008748914100,distributor,distributor,distributor,False,0.65,3,0.8334,"Признаки раздачи: 13 получателей против 2 плательщиков, отправил 4,5 млн в 21 переводах.",1,False,2,13,180000.0,4471847.0,24.843594444444445,0.4959248382156187,175773.26900910685,0.9765181611617048,0.9502737530483157,8,0.11498594394467945,0.0006406087705344536,1,,1
100000004403675100,consolidator,consolidator,consolidator,False,0.5,18,0.8329,"Признаки сбора: 4 разных плательщиков, получил 183 тыс; передал дальше в 1,4 раза больше полученного (есть невидимые поступления извне).",1,False,4,5,182980.0,264699.0,1.4466007213903158,0.5402362683651997,115810.21368198695,0.6329118684117769,0.616201468454249,8,0.001499040215109456,0.002787673513726202,7,,2
100000005242320100,distributor,distributor,distributor,False,1.0,12,0.8281,"Признаки раздачи: 21 получателей против 2 плательщиков, отправил 8,9 млн в 29 переводах.",2,False,2,21,365700.0,8936295.0,24.43613617719442,0.19270178524768933,358527.33467197255,0.9803864770904362,0.955757624121806,8,0.0364834236143589,2.9722027708063113e-05,2,,0
100000004847758100,distributor,distributor,distributor,False,0.75,3,0.8262,"Признаки раздачи: 15 получателей против 4 плательщиков, отправил 489 тыс в 23 переводах.",1,False,4,15,115171.0,488800.0,4.244123954815014,0.25777414075286414,84941.18561769453,0.7375223417153148,0.6633260851610965,8,0.006887089788018269,0.0013585891006882083,7,,7
100000006518161100,transit,transit,transit,False,0.914,7,0.8218,"Признаки транзита: получил 594 тыс, передал 100%; 71% ушло в течение 2 дней после поступления, медианная задержка 0 дн.",1,False,3,2,594200.0,595899.0,1.002859306630764,0.7147167556918202,593778.8431919378,0.9992912204509219,0.9981437250237596,8,0.004767262585219476,5.785888060502952e-05,7,,1
100000005339662100,consolidator,consolidator,consolidator,False,0.5,15,0.8212,"Признаки сбора: 4 разных плательщиков, получил 203 тыс; передал дальше в 1,5 раза больше полученного (есть невидимые поступления извне).",1,False,4,4,202939.0,295160.0,1.4544271924075707,0.7669060848353435,134184.24506720522,0.6612048204987963,0.6139025866599285,8,0.0014192116590135337,0.00013962469475849675,7,,3
100000007998965100,consolidator,consolidator,consolidator,False,0.775,9,0.8181,"Признаки сбора: 5 разных плательщиков, получил 278 тыс; передал дальше 9%.",2,False,5,1,278000.0,26000.0,0.09352517985611511,0.38461538461538464,240795.08627783085,0.8661693751001109,0.8596821131584689,8,0.0010397616837540596,1.981468513870874e-05,8,,0
100000005610717100,consolidator,consolidator,consolidator,False,0.5,1,0.8173,"Признаки сбора: 4 разных плательщиков, получил 484 тыс; передал дальше 55%.",3,False,4,1,484500.0,265200.0,0.5473684210526316,0.8378582202111614,351250.5939689382,0.7249754261484793,0.6486915337627689,8,0.002067629860657011,1.922024458454748e-05,7,,0
100000006788200100,consolidator,consolidator,consolidator,False,0.65,4,0.816,"Признаки сбора: 4 разных плательщиков, получил 272 тыс; передал дальше 24%.",1,False,4,3,272155.8,64500.0,0.23699660268125833,0.0,208037.60562151653,0.7644062908874862,0.7134577804047093,8,0.0010207875843058164,9.689381032828575e-05,7,,0
100000006977207100,distributor,distributor,distributor,False,0.75,6,0.8154,"Признаки раздачи: 15 получателей против 1 плательщиков, отправил 4,2 млн в 15 переводах.",2,False,1,15,414000.0,4157018.0,10.041106280193237,0.0,393413.3337620027,0.9502737530483157,0.9502737530483157,8,0.019990157911983657,3.277348921942426e-05,1,,0
100000004159526100,consolidator,consolidator,consolidator,False,0.65,14,0.8145,"Признаки сбора: 4 разных плательщиков, получил 275 тыс; передал дальше 25%.",1,False,4,4,275037.0,68000.0,0.24723946232688693,0.4411764705882353,137057.6764866251,0.4983245035636118,0.4823155903862911,8,0.0006899149002818034,9.788454458522118e-05,8,,1
100000001899164100,consolidator,consolidator,consolidator,False,0.65,10,0.8137,"Признаки сбора: 4 разных плательщиков, получил 292 тыс; передал дальше 26%.",1,False,4,3,291675.0,76500.0,0.2622782206222679,0.0,126558.42742070535,0.43390221109352994,0.3952409909044755,8,0.0006524578361863958,0.00012661583803634885,8,,2
100000002957787100,distributor,distributor,distributor,False,1.0,1,0.8103,"Признаки раздачи: 34 получателей против 4 плательщиков, отправил 1,3 млн в 41 переводах.",2,False,4,34,84956.0,1276153.96,15.02135175855737,0.7551235902602222,52986.521119521596,0.6236936899044399,0.6066806291640561,8,0.006630736264504592,0.004276645426207853,7,,6
100000005704413100,distributor,distributor,distributor,False,1.0,9,0.8098,"Признаки раздачи: 32 получателей против 3 плательщиков, отправил 1,4 млн в 35 переводах.",3,False,3,32,97834.67,1363593.0,13.9377278014021,0.44522449147216214,55964.21189460229,0.5720284219755869,0.5519754220711689,8,0.004932904326274393,0.002562756260543509,7,,3
100000008144528100,consolidator,consolidator,consolidator,False,0.775,7,0.8096,"Признаки сбора: 5 разных плательщиков, получил 1,1 млн; передал дальше 0%.",2,False,5,0,1068202.6,0.0,0.0,,683117.8330767085,0.6395021254176955,0.6378543772284196,8,0.0026991766232607613,0.0,7,,0
100000003946524100,transit,transit,transit,False,0.675,3,0.8062,"Признаки транзита: получил 134 тыс, передал 108%; 0% ушло в течение 2 дней после поступления, медианная задержка 6 дн.",1,False,2,2,133757.0,144750.0,1.0821863528637754,0.0,133747.00267293933,0.9999252575412078,0.9995001336469667,8,0.002562260022474629,0.0001194825513864137,10,,1
100000008560717100,consolidator,consolidator,consolidator,False,1.0,8,0.8049,"Признаки сбора: 7 разных плательщиков, получил 529 тыс; передал дальше 5%.",1,False,7,1,529000.0,25000.0,0.04725897920604915,0.0,358815.25612134434,0.6782897091140725,0.6038998149640451,8,0.0014774267470518362,1.922024458454748e-05,7,,0
100000004221668100,consolidator,consolidator,consolidator,False,0.5,26,0.8048,"Признаки сбора: 4 разных плательщиков, получил 1,1 млн; передал дальше 65%.",2,False,4,3,1128300.0,731440.0,0.6482673047948241,0.9841408727988625,921626.9011671754,0.816827883689777,0.7441936744881981,8,0.0058954088002636075,4.5573775819030105e-06,1,,3
100000004962193100,consolidator,consolidator,consolidator,False,1.0,1,0.8048,"Признаки сбора: 8 разных плательщиков, получил 900 тыс, до 5 плат. в один день; передал дальше 0%.",2,False,8,0,900468.0,0.0,0.0,,617009.4277357126,0.6852097217621421,0.6529740400719536,8,0.0024379650816240884,0.0,7,,0
